airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple carriers,15/06/2019,Delhi,Cochin,07:05,16:10,9h 5m,1 stop,No info,9646
IndiGo,21/05/2019,Delhi,Cochin,21:50,03:35 22 May,5h 45m,1 stop,No info,7189
Jet Airways,24/06/2019,Delhi,Cochin,09:00,19:00,10h,1 stop,No info,18371
Jet Airways,6/04/2019,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,No info,7229
Multiple carriers,27/06/2019,Delhi,Cochin,08:30,19:00,10h 30m,1 stop,No info,11200
Air India,12/05/2019,Kolkata,Banglore,09:25,11:10 13 May,25h 45m,1 stop,No info,8891
Air India,15/05/2019,Kolkata,Banglore,20:30,13:45 16 May,17h 15m,2 stops,No info,16057
Jet Airways,12/03/2019,Banglore,New Delhi,20:35,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087
Multiple carriers,3/06/2019,Delhi,Cochin,10:35,19:00,8h 25m,1 stop,No info,10877
Jet Airways,21/05/2019,Delhi,Cochin,19:30,04:25 22 May,8h 55m,2 stops,In-flight meal not included,13029
Jet Airways,01/03/2019,Banglore,New Delhi,08:55,05:05 02 Mar,20h 10m,1 stop,1 Long layover,26890
IndiGo,21/03/2019,Delhi,Cochin,04:55,12:00,7h 5m,1 stop,No info,6287
SpiceJet,15/03/2019,Kolkata,Banglore,09:00,11:30,2h 30m,non-stop,No info,3847
Air India,1/05/2019,Delhi,Cochin,17:15,09:25 02 May,16h 10m,2 stops,No info,8839
Multiple carriers,3/06/2019,Delhi,Cochin,04:55,12:35,7h 40m,1 stop,No info,11622
Jet Airways,06/03/2019,Banglore,New Delhi,08:55,05:05 07 Mar,20h 10m,1 stop,No info,16736
Jet Airways,6/05/2019,Kolkata,Banglore,18:55,08:15 07 May,13h 20m,1 stop,No info,13584
Multiple carriers,21/05/2019,Delhi,Cochin,09:00,21:00,12h,1 stop,No info,7888
SpiceJet,6/05/2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No info,3911
Air India,9/06/2019,Mumbai,Hyderabad,06:20,07:40,1h 20m,non-stop,No info,3100
Jet Airways,21/05/2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Jet Airways,12/03/2019,Banglore,New Delhi,16:55,09:30 13 Mar,16h 35m,1 stop,No info,13817
Air India,6/03/2019,Mumbai,Hyderabad,05:30,14:50,9h 20m,2 stops,No info,13757
Air Asia,1/05/2019,Kolkata,Banglore,22:50,01:20 02 May,2h 30m,non-stop,No info,4409
Jet Airways,12/05/2019,Banglore,Delhi,18:55,22:00,3h 5m,non-stop,No info,7229
IndiGo,12/06/2019,Delhi,Cochin,23:30,04:35 13 Jun,5h 5m,1 stop,No info,10112
IndiGo,15/06/2019,Delhi,Cochin,15:10,20:00,4h 50m,1 stop,No info,6147
SpiceJet,21/03/2019,Kolkata,Banglore,06:55,09:35,2h 40m,non-stop,No info,4148
Vistara,12/06/2019,Kolkata,Banglore,17:00,09:05 13 Jun,16h 5m,1 stop,No info,7927
Vistara,24/03/2019,Kolkata,Banglore,20:20,09:10 25 Mar,12h 50m,1 stop,No info,12312
Air Asia,21/03/2019,Kolkata,Banglore,22:50,01:20 22 Mar,2h 30m,non-stop,No info,3782
Vistara,3/04/2019,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,No info,5403
Jet Airways,15/05/2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,No info,14781
Multiple carriers,3/06/2019,Delhi,Cochin,06:40,19:15,12h 35m,1 stop,No info,7354
SpiceJet,24/05/2019,Kolkata,Banglore,11:15,18:30,7h 15m,1 stop,No info,9630
Multiple carriers,9/03/2019,Delhi,Cochin,07:05,22:20,15h 15m,1 stop,No info,6916
IndiGo,21/06/2019,Mumbai,Hyderabad,16:55,18:25,1h 30m,non-stop,No info,4392
Vistara,27/04/2019,Banglore,Delhi,19:30,22:15,2h 45m,non-stop,No info,5613
IndiGo,6/04/2019,Banglore,Delhi,04:00,06:50,2h 50m,non-stop,No info,4423
Jet Airways,9/06/2019,Mumbai,Hyderabad,07:05,08:30,1h 25m,non-stop,No info,5678
Air India,3/06/2019,Delhi,Cochin,20:40,09:25 04 Jun,12h 45m,1 stop,No info,7480
Multiple carriers,15/06/2019,Delhi,Cochin,10:35,19:00,8h 25m,1 stop,No info,10877
Jet Airways,9/06/2019,Delhi,Cochin,19:15,12:35 10 Jun,17h 20m,1 stop,In-flight meal not included,10577
Multiple carriers,6/06/2019,Delhi,Cochin,10:20,19:00,8h 40m,1 stop,No info,11789
Air India,9/06/2019,Kolkata,Banglore,16:45,21:05 10 Jun,28h 20m,1 stop,No info,7662
IndiGo,9/06/2019,Kolkata,Banglore,08:10,13:00,4h 50m,1 stop,No info,5069
Jet Airways,6/05/2019,Banglore,Delhi,06:00,08:45,2h 45m,non-stop,In-flight meal not included,5198
Jet Airways,6/03/2019,Delhi,Cochin,23:05,19:45 07 Mar,20h 40m,1 stop,No info,17024
Vistara,03/03/2019,Banglore,New Delhi,09:50,12:35,2h 45m,non-stop,No info,8028
SpiceJet,21/03/2019,Banglore,New Delhi,09:35,12:30,2h 55m,non-stop,No info,4945
IndiGo,9/06/2019,Banglore,Delhi,22:10,01:00 10 Jun,2h 50m,non-stop,No info,3749
IndiGo,15/03/2019,Kolkata,Banglore,14:20,16:55,2h 35m,non-stop,No info,4778
Jet Airways,3/03/2019,Delhi,Cochin,05:40,18:50 04 Mar,37h 10m,2 stops,No info,21314
Jet Airways,27/06/2019,Mumbai,Hyderabad,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210
Jet Airways,6/06/2019,Delhi,Cochin,09:40,04:25 07 Jun,18h 45m,2 stops,In-flight meal not included,10368
Air India,9/06/2019,Delhi,Cochin,06:05,09:25 10 Jun,27h 20m,1 stop,No info,7690
IndiGo,6/06/2019,Delhi,Cochin,15:00,01:30 07 Jun,10h 30m,1 stop,No info,5883
Jet Airways,1/05/2019,Mumbai,Hyderabad,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210
IndiGo,09/03/2019,Banglore,New Delhi,05:30,08:20,2h 50m,non-stop,No info,4777
Air Asia,12/06/2019,Kolkata,Banglore,22:40,10:40 13 Jun,12h,1 stop,No info,5192
SpiceJet,6/06/2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
IndiGo,3/03/2019,Chennai,Kolkata,05:15,07:35,2h 20m,non-stop,No info,6482
SpiceJet,18/06/2019,Mumbai,Hyderabad,13:15,14:45,1h 30m,non-stop,No info,2017
Jet Airways,9/06/2019,Kolkata,Banglore,17:00,10:55 10 Jun,17h 55m,1 stop,No info,14151
Jet Airways,3/06/2019,Delhi,Cochin,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
Jet Airways,06/03/2019,Banglore,New Delhi,22:50,09:30 07 Mar,10h 40m,1 stop,No info,17261
Jet Airways,18/05/2019,Kolkata,Banglore,14:05,23:35,9h 30m,1 stop,No info,14781
Jet Airways,9/06/2019,Kolkata,Banglore,21:10,16:20 10 Jun,19h 10m,1 stop,In-flight meal not included,10844
IndiGo,12/04/2019,Kolkata,Banglore,09:35,12:20,2h 45m,non-stop,No info,4174
IndiGo,15/04/2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,4284
Jet Airways,18/05/2019,Kolkata,Banglore,20:00,08:15 19 May,12h 15m,1 stop,In-flight meal not included,8586
IndiGo,15/06/2019,Banglore,Delhi,23:30,02:20 16 Jun,2h 50m,non-stop,No info,4077
Air India,24/03/2019,Banglore,New Delhi,10:00,12:45,2h 45m,non-stop,No info,7276
Jet Airways,9/03/2019,Delhi,Cochin,20:10,04:25 10 Mar,8h 15m,2 stops,No info,20904
Air India,12/03/2019,Mumbai,Hyderabad,05:30,14:50,9h 20m,2 stops,No info,11342
Jet Airways,21/05/2019,Delhi,Cochin,19:10,19:00 22 May,23h 50m,2 stops,No info,15129
SpiceJet,21/03/2019,Delhi,Cochin,08:45,13:15,4h 30m,1 stop,No info,6460
Multiple carriers,15/05/2019,Delhi,Cochin,10:00,21:00,11h,1 stop,No info,8073
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,04:40 10 May,22h 10m,1 stop,In-flight meal not included,8586
Air India,15/06/2019,Delhi,Cochin,09:45,09:25 16 Jun,23h 40m,2 stops,No info,10975
SpiceJet,24/06/2019,Kolkata,Banglore,22:20,00:40 25 Jun,2h 20m,non-stop,No check-in baggage included,3841
Vistara,9/05/2019,Kolkata,Banglore,20:20,09:05 10 May,12h 45m,1 stop,No info,9187
Jet Airways,6/03/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,No info,8040
Air Asia,9/06/2019,Delhi,Cochin,16:45,22:25,5h 40m,1 stop,No info,13470
SpiceJet,9/04/2019,Banglore,Delhi,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
Multiple carriers,27/06/2019,Delhi,Cochin,10:00,01:30 28 Jun,15h 30m,1 stop,No info,13377
SpiceJet,27/04/2019,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,No info,4174
Air India,12/06/2019,Kolkata,Banglore,05:50,13:15,7h 25m,2 stops,No info,7662
Jet Airways,15/03/2019,Banglore,New Delhi,22:50,07:40 16 Mar,8h 50m,1 stop,In-flight meal not included,9134
IndiGo,24/03/2019,Mumbai,Hyderabad,16:55,18:25,1h 30m,non-stop,No info,3175
IndiGo,1/06/2019,Delhi,Cochin,17:10,01:30 02 Jun,8h 20m,1 stop,No info,6628
Jet Airways,21/05/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Jet Airways,12/06/2019,Kolkata,Banglore,06:30,16:20,9h 50m,1 stop,In-flight meal not included,9899
SpiceJet,24/05/2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,3597
Multiple carriers,12/06/2019,Delhi,Cochin,04:55,19:15,14h 20m,1 stop,No info,7155
Jet Airways,21/05/2019,Delhi,Cochin,02:15,12:35,10h 20m,1 stop,No info,16376
SpiceJet,1/04/2019,Kolkata,Banglore,15:05,20:20,5h 15m,1 stop,No info,4649
Air India,9/06/2019,Kolkata,Banglore,09:50,23:15,13h 25m,3 stops,No info,14960
Vistara,12/05/2019,Banglore,Delhi,09:45,12:35,2h 50m,non-stop,No info,4668
IndiGo,21/05/2019,Delhi,Cochin,17:10,01:30 22 May,8h 20m,1 stop,No info,6794
Jet Airways,1/05/2019,Kolkata,Banglore,16:30,22:35,6h 5m,1 stop,No info,14781
IndiGo,1/06/2019,Banglore,Delhi,23:30,02:20 02 Jun,2h 50m,non-stop,No info,4591
GoAir,9/06/2019,Delhi,Cochin,10:35,19:35,9h,1 stop,No info,5281
Jet Airways,9/03/2019,Delhi,Cochin,17:25,18:50 10 Mar,25h 25m,1 stop,No info,16289
Multiple carriers,24/06/2019,Delhi,Cochin,08:00,21:00,13h,1 stop,No info,7618
Jet Airways,9/05/2019,Delhi,Cochin,19:45,04:25 10 May,8h 40m,1 stop,In-flight meal not included,12373
Air Asia,21/03/2019,Delhi,Cochin,16:45,22:15,5h 30m,1 stop,No info,6151
Air India,6/05/2019,Kolkata,Banglore,10:00,10:30 07 May,24h 30m,3 stops,No info,12797
Jet Airways,6/06/2019,Delhi,Cochin,18:25,04:25 07 Jun,10h,2 stops,No info,14237
Jet Airways,12/04/2019,Banglore,Delhi,07:10,10:10,3h,non-stop,No info,7229
Jet Airways,21/05/2019,Delhi,Cochin,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12898
IndiGo,15/06/2019,Kolkata,Banglore,22:15,00:50 16 Jun,2h 35m,non-stop,No info,4804
GoAir,6/05/2019,Delhi,Cochin,07:25,13:35,6h 10m,1 stop,No info,6296
Multiple carriers,21/03/2019,Delhi,Cochin,14:00,01:35 22 Mar,11h 35m,1 stop,No info,13542
Jet Airways,1/06/2019,Delhi,Cochin,09:40,12:35 02 Jun,26h 55m,2 stops,No info,13014
Jet Airways,27/05/2019,Delhi,Cochin,16:00,19:00 28 May,27h,1 stop,In-flight meal not included,12898
Multiple carriers,9/05/2019,Delhi,Cochin,11:40,01:30 10 May,13h 50m,1 stop,No info,9021
Jet Airways,18/05/2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844
Vistara,21/04/2019,Banglore,Delhi,17:00,19:35,2h 35m,non-stop,No info,5613
Multiple carriers,9/03/2019,Delhi,Cochin,17:50,01:35 10 Mar,7h 45m,2 stops,No info,23583
IndiGo,12/05/2019,Kolkata,Banglore,09:35,12:20,2h 45m,non-stop,No info,4804
Air India,12/05/2019,Kolkata,Banglore,09:25,05:35 13 May,20h 10m,2 stops,No info,11642
Multiple carriers,9/03/2019,Delhi,Cochin,04:00,12:55,8h 55m,1 stop,No info,16259
Multiple carriers,3/03/2019,Delhi,Cochin,07:30,18:50,11h 20m,1 stop,No info,15135
Jet Airways,27/05/2019,Delhi,Cochin,22:50,12:35 28 May,13h 45m,1 stop,In-flight meal not included,12898
SpiceJet,27/05/2019,Mumbai,Hyderabad,05:45,07:15,1h 30m,non-stop,No info,2017
Vistara,3/06/2019,Banglore,Delhi,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,12/03/2019,Banglore,New Delhi,20:35,21:20 13 Mar,24h 45m,1 stop,In-flight meal not included,11087
Multiple carriers,6/03/2019,Delhi,Cochin,04:45,18:50,14h 5m,1 stop,No info,13875
IndiGo,6/05/2019,Delhi,Cochin,14:20,22:30,8h 10m,1 stop,No info,7054
Multiple carriers,1/06/2019,Delhi,Cochin,06:40,19:00,12h 20m,1 stop,No info,11200
Air India,15/03/2019,Banglore,New Delhi,10:30,11:20 16 Mar,24h 50m,1 stop,No info,7013
Jet Airways,9/05/2019,Banglore,Delhi,08:20,11:20,3h,non-stop,In-flight meal not included,4544
Air India,6/06/2019,Kolkata,Banglore,10:00,01:20 07 Jun,15h 20m,2 stops,No info,13033
Multiple carriers,1/03/2019,Delhi,Cochin,12:50,19:15,6h 25m,1 stop,No info,36983
IndiGo,21/03/2019,Delhi,Cochin,07:35,16:10,8h 35m,1 stop,No info,6558
Jet Airways,9/03/2019,Delhi,Cochin,20:50,18:50 10 Mar,22h,1 stop,In-flight meal not included,14053
Air Asia,09/03/2019,Banglore,New Delhi,05:50,08:40,2h 50m,non-stop,No info,7652
Jet Airways,9/06/2019,Kolkata,Banglore,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608
IndiGo,24/06/2019,Delhi,Cochin,05:05,16:10,11h 5m,1 stop,No info,6442
Jet Airways,18/05/2019,Kolkata,Banglore,08:25,09:20 19 May,24h 55m,1 stop,In-flight meal not included,9663
Air Asia,6/05/2019,Kolkata,Banglore,07:35,19:25,11h 50m,1 stop,No info,5192
Jet Airways,9/05/2019,Delhi,Cochin,19:15,12:35 10 May,17h 20m,1 stop,In-flight meal not included,12373
Jet Airways,15/03/2019,Banglore,New Delhi,05:45,16:10,10h 25m,1 stop,In-flight meal not included,9134
Multiple carriers,27/03/2019,Delhi,Cochin,10:45,18:50,8h 5m,1 stop,No info,11622
SpiceJet,21/06/2019,Kolkata,Banglore,22:20,00:40 22 Jun,2h 20m,non-stop,No check-in baggage included,3841
Multiple carriers,27/06/2019,Delhi,Cochin,07:30,19:00,11h 30m,1 stop,No info,10877
Air India,6/05/2019,Kolkata,Banglore,12:00,18:30 07 May,30h 30m,2 stops,No info,10151
SpiceJet,15/06/2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Multiple carriers,27/06/2019,Delhi,Cochin,10:00,19:00,9h,1 stop,No info,12192
Jet Airways,12/05/2019,Banglore,Delhi,08:20,11:20,3h,non-stop,In-flight meal not included,6144
SpiceJet,27/04/2019,Kolkata,Banglore,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
IndiGo,6/03/2019,Delhi,Cochin,04:45,13:20,8h 35m,1 stop,No info,13611
IndiGo,12/05/2019,Mumbai,Hyderabad,06:25,07:55,1h 30m,non-stop,No info,4049
Vistara,15/05/2019,Kolkata,Banglore,07:10,22:40,15h 30m,1 stop,No info,8452
Air India,09/03/2019,Banglore,New Delhi,22:00,23:20 13 Mar,25h 20m,1 stop,No info,8425
IndiGo,12/04/2019,Banglore,Delhi,07:10,10:05,2h 55m,non-stop,No info,4823
Air India,6/03/2019,Mumbai,Hyderabad,05:30,22:00,16h 30m,2 stops,No info,9678
Jet Airways,24/05/2019,Delhi,Cochin,19:10,19:00 25 May,23h 50m,2 stops,No info,15129
Jet Airways,18/03/2019,Banglore,New Delhi,08:00,13:15,5h 15m,1 stop,No info,12284
Jet Airways,15/05/2019,Banglore,Delhi,17:45,20:45,3h,non-stop,In-flight meal not included,4030
Multiple carriers,12/06/2019,Delhi,Cochin,10:00,21:00,11h,1 stop,No info,13587
IndiGo,9/06/2019,Banglore,Delhi,21:15,00:15 10 Jun,3h,non-stop,No info,3943
SpiceJet,18/05/2019,Chennai,Kolkata,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Air India,01/03/2019,Banglore,New Delhi,08:50,10:35 02 Mar,25h 45m,2 stops,No info,31783
IndiGo,15/04/2019,Banglore,Delhi,22:10,01:00 16 Apr,2h 50m,non-stop,No info,3943
Jet Airways,9/05/2019,Mumbai,Hyderabad,07:05,08:30,1h 25m,non-stop,No info,8040
Jet Airways,27/03/2019,Delhi,Cochin,05:10,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,9412
SpiceJet,6/03/2019,Kolkata,Banglore,22:20,00:40 07 Mar,2h 20m,non-stop,No info,3849
Air Asia,27/05/2019,Delhi,Cochin,16:45,06:35 28 May,13h 50m,1 stop,No info,6752
IndiGo,6/05/2019,Kolkata,Banglore,17:35,22:15,4h 40m,1 stop,No info,5699
Jet Airways,15/06/2019,Delhi,Cochin,11:40,19:00,7h 20m,2 stops,No info,18804
SpiceJet,3/05/2019,Banglore,Delhi,05:55,08:35,2h 40m,non-stop,No info,3625
Jet Airways,12/06/2019,Kolkata,Banglore,20:25,18:00 13 Jun,21h 35m,1 stop,No info,12692
IndiGo,1/05/2019,Delhi,Cochin,21:50,03:35 02 May,5h 45m,1 stop,No info,6349
Multiple carriers,27/06/2019,Delhi,Cochin,14:00,01:30 28 Jun,11h 30m,1 stop,No info,13377
SpiceJet,3/06/2019,Kolkata,Banglore,06:55,09:30,2h 35m,non-stop,No info,3873
Air India,15/06/2019,Delhi,Cochin,05:15,19:15 16 Jun,38h,3 stops,No info,10703
Vistara,15/03/2019,Chennai,Kolkata,07:05,09:20,2h 15m,non-stop,No info,6627
Jet Airways,18/03/2019,Banglore,New Delhi,08:55,15:55,7h,2 stops,No info,16338
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9663
Jet Airways,1/05/2019,Kolkata,Banglore,18:55,10:05 02 May,15h 10m,1 stop,No info,13941
Jet Airways,27/03/2019,Delhi,Cochin,09:55,04:25 28 Mar,18h 30m,1 stop,No info,12242
Jet Airways,21/04/2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
Air India,27/03/2019,Delhi,Cochin,20:30,08:15 28 Mar,11h 45m,1 stop,No info,5998
Air Asia,15/04/2019,Kolkata,Banglore,07:35,23:30,15h 55m,1 stop,No info,5192
Multiple carriers,27/06/2019,Delhi,Cochin,17:50,01:30 28 Jun,7h 40m,2 stops,No info,18275
Jet Airways,24/06/2019,Delhi,Cochin,20:00,04:25 25 Jun,8h 25m,2 stops,No info,14300
Jet Airways,21/03/2019,Delhi,Cochin,18:20,04:25 23 Mar,34h 5m,2 stops,No info,13082
Air India,6/03/2019,Delhi,Cochin,20:30,08:15 07 Mar,11h 45m,1 stop,No info,10566
IndiGo,18/05/2019,Chennai,Kolkata,11:35,14:00,2h 25m,non-stop,No info,4332
Jet Airways,6/03/2019,Mumbai,Hyderabad,17:50,16:50 07 Mar,23h,2 stops,No info,20845
Multiple carriers,9/06/2019,Delhi,Cochin,04:55,19:00,14h 5m,1 stop,No info,10877
Air India,9/05/2019,Kolkata,Banglore,07:00,01:20 10 May,18h 20m,2 stops,No info,13033
SpiceJet,15/05/2019,Banglore,Delhi,21:10,00:05 16 May,2h 55m,non-stop,No info,3625
Multiple carriers,9/03/2019,Delhi,Cochin,06:00,19:45,13h 45m,1 stop,No info,13941
Jet Airways,12/06/2019,Kolkata,Banglore,21:10,10:05 13 Jun,12h 55m,1 stop,No info,13044
Jet Airways,6/06/2019,Delhi,Cochin,10:00,19:00,9h,1 stop,In-flight meal not included,10262
Multiple carriers,21/03/2019,Delhi,Cochin,13:00,01:35 22 Mar,12h 35m,1 stop,No info,13542
IndiGo,21/04/2019,Delhi,Cochin,02:00,07:45,5h 45m,1 stop,No info,6258
Vistara,18/05/2019,Chennai,Kolkata,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,3/06/2019,Delhi,Cochin,13:00,19:00,6h,1 stop,No info,14714
Jet Airways,12/06/2019,Delhi,Cochin,11:30,12:35 13 Jun,25h 5m,1 stop,In-flight meal not included,10262
Vistara,24/03/2019,Kolkata,Banglore,09:55,20:25,10h 30m,1 stop,No info,12312
Jet Airways,9/05/2019,Mumbai,Hyderabad,02:55,04:20,1h 25m,non-stop,No info,5678
Jet Airways,27/06/2019,Delhi,Cochin,14:35,12:35 28 Jun,22h,2 stops,In-flight meal not included,10919
Jet Airways,12/03/2019,Mumbai,Hyderabad,08:15,16:35,8h 20m,2 stops,No info,23843
Vistara,1/04/2019,Banglore,Delhi,19:30,22:15,2h 45m,non-stop,No info,5613
Jet Airways,6/06/2019,Kolkata,Banglore,18:55,08:15 07 Jun,13h 20m,1 stop,No info,14571
Jet Airways,24/06/2019,Delhi,Cochin,16:00,19:00 25 Jun,27h,1 stop,In-flight meal not included,10262
Jet Airways,12/06/2019,Delhi,Cochin,20:00,19:00 13 Jun,23h,2 stops,No info,14300
IndiGo,9/06/2019,Banglore,Delhi,18:55,21:50,2h 55m,non-stop,No info,4823
Jet Airways,15/05/2019,Kolkata,Banglore,21:10,10:05 16 May,12h 55m,1 stop,No info,15149
SpiceJet,27/05/2019,Kolkata,Banglore,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
SpiceJet,27/05/2019,Chennai,Kolkata,09:45,12:00,2h 15m,non-stop,No info,3597
SpiceJet,1/06/2019,Delhi,Cochin,17:55,22:50,4h 55m,1 stop,No info,5975
IndiGo,21/06/2019,Chennai,Kolkata,11:35,14:00,2h 25m,non-stop,No info,3858
Air India,18/05/2019,Delhi,Cochin,17:15,19:15 19 May,26h,2 stops,No info,12392
Jet Airways,21/05/2019,Banglore,Delhi,17:45,20:45,3h,non-stop,No info,7229
Jet Airways,1/04/2019,Kolkata,Banglore,08:25,18:15,9h 50m,1 stop,In-flight meal not included,7064
IndiGo,12/06/2019,Banglore,Delhi,20:00,22:50,2h 50m,non-stop,No info,4823
Air India,3/04/2019,Mumbai,Hyderabad,13:55,15:25,1h 30m,non-stop,No info,2575
Multiple carriers,9/06/2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,13587
Vistara,21/05/2019,Kolkata,Banglore,07:10,18:50,11h 40m,1 stop,No info,9345
Jet Airways,3/05/2019,Mumbai,Hyderabad,10:20,11:50,1h 30m,non-stop,No info,8040
IndiGo,21/05/2019,Delhi,Cochin,05:35,08:50,3h 15m,non-stop,No info,5601
Jet Airways,06/03/2019,Banglore,New Delhi,05:45,21:20,15h 35m,1 stop,No info,16736
Air India,18/05/2019,Kolkata,Banglore,16:45,12:30 19 May,19h 45m,2 stops,No info,15170
IndiGo,24/06/2019,Kolkata,Banglore,04:40,07:15,2h 35m,non-stop,No info,4804
Air Asia,6/05/2019,Banglore,Delhi,23:55,02:45 07 May,2h 50m,non-stop,No info,3383
SpiceJet,15/03/2019,Mumbai,Hyderabad,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2385
IndiGo,18/04/2019,Banglore,Delhi,00:30,03:25,2h 55m,non-stop,No info,4423
Multiple carriers,24/06/2019,Delhi,Cochin,17:30,01:30 25 Jun,8h,1 stop,No info,13377
Jet Airways,27/03/2019,Delhi,Cochin,19:10,04:25 28 Mar,9h 15m,2 stops,In-flight meal not included,8456
GoAir,15/06/2019,Banglore,Delhi,07:45,10:40,2h 55m,non-stop,No info,3898
IndiGo,9/05/2019,Banglore,Delhi,10:10,13:00,2h 50m,non-stop,No info,3943
Jet Airways,24/06/2019,Delhi,Cochin,23:05,19:00 25 Jun,19h 55m,2 stops,No info,12819
Air India,1/04/2019,Kolkata,Banglore,09:10,13:15,4h 5m,1 stop,No info,5793
SpiceJet,6/05/2019,Kolkata,Banglore,22:20,00:40 07 May,2h 20m,non-stop,No info,3873
IndiGo,6/06/2019,Kolkata,Banglore,08:10,13:00,4h 50m,1 stop,No info,5069
Air India,12/06/2019,Delhi,Cochin,14:25,19:15 13 Jun,28h 50m,2 stops,No info,13381
IndiGo,12/06/2019,Mumbai,Hyderabad,21:20,22:50,1h 30m,non-stop,No info,2227
Jet Airways,1/05/2019,Kolkata,Banglore,18:55,10:05 02 May,15h 10m,1 stop,In-flight meal not included,8586
Jet Airways,6/06/2019,Kolkata,Banglore,21:10,09:20 07 Jun,12h 10m,1 stop,No info,14571
Jet Airways,3/06/2019,Delhi,Cochin,20:55,04:25 04 Jun,7h 30m,1 stop,No info,14714
Multiple carriers,12/06/2019,Delhi,Cochin,10:00,01:30 13 Jun,15h 30m,1 stop,No info,13377
Air India,6/05/2019,Kolkata,Banglore,16:50,15:05 07 May,22h 15m,2 stops,No info,12434
Jet Airways,12/06/2019,Delhi,Cochin,19:15,19:00 13 Jun,23h 45m,1 stop,In-flight meal not included,10262
Jet Airways,15/05/2019,Kolkata,Banglore,09:35,21:05,11h 30m,1 stop,No info,12121
Air India,9/05/2019,Delhi,Cochin,19:45,19:15 10 May,23h 30m,2 stops,No info,10178
Jet Airways,6/06/2019,Kolkata,Banglore,08:25,16:20,7h 55m,1 stop,No info,14571
Multiple carriers,6/03/2019,Delhi,Cochin,13:00,21:00,8h,1 stop,No info,15603
IndiGo,24/03/2019,Banglore,New Delhi,22:20,01:10 28 Mar,2h 50m,non-stop,No info,4377
SpiceJet,15/05/2019,Mumbai,Hyderabad,22:45,00:15 16 May,1h 30m,non-stop,No info,2017
IndiGo,15/06/2019,Delhi,Cochin,21:50,03:35 16 Jun,5h 45m,1 stop,No info,6195
GoAir,18/05/2019,Kolkata,Banglore,16:40,00:15 19 May,7h 35m,1 stop,No info,10586
GoAir,15/06/2019,Delhi,Cochin,07:00,12:55,5h 55m,1 stop,No info,5281
Jet Airways,6/06/2019,Kolkata,Banglore,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844
Jet Airways,6/03/2019,Delhi,Cochin,02:15,04:25 07 Mar,26h 10m,1 stop,No info,17024
Multiple carriers,9/05/2019,Delhi,Cochin,11:30,21:00,9h 30m,1 stop,No info,13727
Jet Airways,24/04/2019,Banglore,Delhi,07:10,10:10,3h,non-stop,No info,7229
Multiple carriers,12/06/2019,Delhi,Cochin,11:40,19:00,7h 20m,1 stop,No info,11789
Air India,01/03/2019,Banglore,New Delhi,06:45,09:25 02 Mar,26h 40m,2 stops,2 Long layover,26480
Jet Airways,1/04/2019,Kolkata,Banglore,06:30,19:50,13h 20m,1 stop,No info,12681
Jet Airways,15/04/2019,Delhi,Cochin,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443
Air Asia,15/05/2019,Delhi,Cochin,07:55,13:25,5h 30m,1 stop,No info,6451
Jet Airways,1/06/2019,Delhi,Cochin,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,10368
